Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,WS,AllStar,AllNBA
1,Precious Achiuwa\achiupr01,PF,21,MIA,61,4,737,6.1,11.1,0.544,0,0,0,6.1,11.1,0.546,2.7,5.4,0.509,3.6,6.6,10.2,1.4,1,1.4,2.1,4.4,14.8,1.3,0,0
2,Jaylen Adams\adamsja01,PG,24,MIL,7,0,18,2,16,0.125,0,4,0,2,12,0.167,0,0,,0,6,6,4,0,0,0,2,4,-0.1,0,0
3,Steven Adams\adamsst01,C,27,NOP,58,58,1605,4.2,6.9,0.614,0,0.1,0,4.2,6.8,0.62,1.3,3,0.444,4.8,6.8,11.5,2.5,1.2,0.9,1.7,2.5,9.8,4,0,0
4,Bam Adebayo\adebaba01,C,23,MIA,64,64,2143,7.7,13.4,0.57,0,0.1,0.25,7.6,13.3,0.573,4.8,5.9,0.799,2.4,7.2,9.6,5.8,1.3,1.1,2.8,2.4,20.1,8.8,0,1
5,LaMarcus Aldridge\aldrila01,C,35,TOT,26,23,674,7.5,15.8,0.473,1.7,4.3,0.388,5.8,11.5,0.505,2.2,2.5,0.872,1,5.3,6.3,2.6,0.6,1.5,1.4,2.5,18.8,1.1,0,0
5,LaMarcus Aldridge\aldrila01,C,35,SAS,21,18,544,7.6,16.4,0.464,1.8,5,0.36,5.8,11.4,0.509,2.1,2.4,0.838,1.1,5.1,6.2,2.4,0.5,1.2,1.3,2.4,19.1,0.8,0,0
5,LaMarcus Aldridge\aldrila01,C,35,BRK,5,5,130,6.9,13.3,0.521,1.1,1.4,0.8,5.8,11.9,0.488,2.8,2.8,1,0.6,6.1,6.6,3.6,0.8,3,1.9,3,17.7,0.4,0,0
6,Ty-Shon Alexander\alexaty01,SG,22,PHO,15,0,47,2.3,9.2,0.25,1.5,6.9,0.222,0.8,2.3,0.333,0.8,1.5,0.5,1.5,6.1,7.7,4.6,0,0.8,2.3,1.5,6.9,0,0,0
7,Nickeil Alexander-Walker\alexani01,SG,22,NOP,46,13,1007,6.9,16.4,0.419,2.7,7.8,0.347,4.1,8.5,0.485,1.7,2.4,0.727,0.5,4.7,5.1,3.6,1.7,0.8,2.5,3.1,18.2,0.7,0,0
8,Grayson Allen\allengr01,SG,25,MEM,50,38,1259,4.9,11.8,0.418,3.1,7.8,0.391,1.9,4,0.471,2.3,2.6,0.868,0.5,4,4.6,3.1,1.3,0.2,1.4,2,15.2,2.7,0,0
9,Jarrett Allen\allenja01,C,22,TOT,63,45,1864,5.8,9.3,0.618,0.1,0.4,0.316,5.6,8.9,0.631,3.9,5.6,0.703,3.8,8.4,12.2,2,0.6,1.7,1.9,1.9,15.6,6.4,0,0
9,Jarrett Allen\allenja01,C,22,BRK,12,5,320,5,7.3,0.677,0,0,,5,7.3,0.677,5.2,6.9,0.754,4.3,9.8,14.1,2.3,0.8,2.1,2.5,2.4,15.1,1.4,0,0
9,Jarrett Allen\allenja01,C,22,CLE,51,40,1544,5.9,9.7,0.609,0.1,0.4,0.316,5.8,9.3,0.623,3.7,5.3,0.69,3.7,8.1,11.8,2,0.6,1.7,1.8,1.7,15.7,5,0,0
10,Al-Farouq Aminu\aminual01,PF,30,TOT,23,14,434,3.2,8.2,0.384,0.7,3.1,0.216,2.5,5.1,0.484,1.5,1.8,0.818,1.8,7.3,9.1,2.6,1.6,0.7,2.3,2.4,8.5,0.1,0,0
10,Al-Farouq Aminu\aminual01,PF,30,ORL,17,14,367,3.5,8.7,0.404,0.7,3,0.226,2.8,5.7,0.5,1.4,1.7,0.824,2,7,8.9,2.8,1.7,0.9,2.5,2.2,9.1,0.1,0,0
10,Al-Farouq Aminu\aminual01,PF,30,CHI,6,0,67,1.1,5.4,0.2,0.5,3.2,0.167,0.5,2.1,0.25,2.1,2.7,0.8,1.1,9.1,10.2,1.1,1.1,0,1.6,3.8,4.8,0,0,0
11,Kyle Anderson\anderky01,PF,27,MEM,69,69,1887,5.9,12.6,0.468,1.8,5,0.36,4.1,7.6,0.539,2.7,3.5,0.783,1,6.6,7.6,4.8,1.6,1.1,1.6,2.3,16.3,5.6,0,0
12,Giannis Antetokounmpo\antetgi01,PF,26,MIL,61,61,2013,11.2,19.7,0.569,1.2,4,0.303,10,15.7,0.636,7.1,10.4,0.685,1.7,10.3,12,6.4,1.3,1.3,3.7,3,30.7,10.2,1,1
13,Kostas Antetokounmpo\antetko01,PF,23,LAL,15,0,56,1.9,6.4,0.3,0,0,,1.9,6.4,0.3,3.9,8.4,0.462,2.6,9.6,12.2,0.6,1.3,2.6,7.1,5.1,7.7,-0.2,0,0
14,Thanasis Antetokounmpo\antetth01,SF,28,MIL,57,3,551,4.4,9,0.489,0.5,1.9,0.241,3.9,7.1,0.556,1.6,3.2,0.51,3.5,4.6,8.1,3,1.4,0.7,2.8,4.8,10.8,0.7,0,0
15,Carmelo Anthony\anthoca01,PF,36,POR,69,3,1690,7,16.6,0.421,2.8,6.9,0.409,4.1,9.6,0.429,2.9,3.3,0.89,0.7,3.9,4.6,2.2,1,0.8,1.3,3.1,19.7,2.6,0,0
16,Cole Anthony\anthoco01,PG,20,ORL,47,34,1273,6.2,15.6,0.397,1.6,4.9,0.337,4.6,10.7,0.424,3.1,3.7,0.832,1.1,5.2,6.2,5.4,0.8,0.5,3,2.8,17.1,0,0,0
17,OG Anunoby\anunoog01,SF,23,TOR,43,43,1433,6.3,13,0.48,2.6,6.6,0.398,3.6,6.5,0.562,2,2.6,0.784,1.4,4.6,6,2.4,1.7,0.8,1.9,2.9,17.1,3.1,0,0
18,Ryan Arcidiacono\arcidry01,PG,26,CHI,44,0,450,3.9,9.4,0.419,2,5.4,0.373,1.9,4,0.48,1,1.6,0.65,0.4,5,5.4,4.5,0.7,0,0.8,3.8,10.9,0.9,0,0
19,Trevor Ariza\arizatr01,SF,35,MIA,30,27,841,4.2,10.3,0.411,2.1,6.1,0.35,2.1,4.2,0.5,1.5,1.9,0.773,1.2,5,6.2,2.4,1.3,0.8,0.9,2.4,12.1,1.6,0,0
20,D.J. Augustin\augusdj01,PG,33,TOT,57,12,1129,4.3,10.9,0.394,2.6,6.9,0.382,1.7,4,0.413,2.7,3,0.904,0.6,2.4,3,6,0.9,0,2.1,1.8,14,2.1,0,0
20,D.J. Augustin\augusdj01,PG,33,MIL,37,6,713,3.6,9.7,0.37,2.5,6.5,0.38,1.1,3.2,0.349,1.8,2,0.9,0.6,2,2.5,5.6,1,0.1,1.7,1.7,11.5,1.2,0,0
20,D.J. Augustin\augusdj01,PG,33,HOU,20,6,416,5.5,13.1,0.424,2.9,7.6,0.386,2.6,5.5,0.476,4.2,4.7,0.907,0.8,3,3.8,6.8,0.7,0,2.7,2,18.3,0.9,0,0
21,Deni Avdija\avdijde01,SF,20,WAS,54,32,1257,3.7,8.9,0.417,1.5,4.8,0.315,2.2,4.1,0.535,0.8,1.3,0.644,0.6,6.9,7.5,1.8,0.9,0.4,0.9,4,9.8,1.2,0,0
22,Deandre Ayton\aytonde01,C,22,PHO,69,69,2115,7.3,11.7,0.626,0.1,0.3,0.2,7.3,11.4,0.639,2.3,2.9,0.769,3.9,8.5,12.4,1.7,0.7,1.4,1.8,3.3,17,8.4,0,0
23,Udoka Azubuike\azubuud01,C,21,UTA,15,0,57,2.5,5.7,0.444,0,0,,2.5,5.7,0.444,5.1,6.3,0.8,2.5,5.7,8.2,0,0.6,2.5,1.9,5.7,10.1,0.1,0,0
24,Dwayne Bacon\bacondw01,SG,25,ORL,72,50,1853,5.7,14.1,0.402,1.1,4,0.285,4.5,10.1,0.449,2.8,3.4,0.824,0.6,3.7,4.4,1.8,0.9,0.1,0.9,2,15.3,0.5,0,0
25,Marvin Bagley III\baglema01,PF,21,SAC,43,42,1112,8,15.9,0.504,1.2,3.5,0.343,6.8,12.4,0.55,2.5,4.3,0.575,3.4,6.9,10.3,1.4,0.7,0.7,1.9,3.2,19.7,1.4,0,0
26,LaMelo Ball\ballla01,PG,19,CHO,51,31,1469,7.2,16.5,0.436,2.3,6.4,0.352,4.9,10.1,0.489,3.1,4,0.758,1.5,5.9,7.4,7.7,2,0.4,3.6,3.3,19.7,2.8,0,0
27,Lonzo Ball\balllo01,PG,23,NOP,55,55,1747,6,14.4,0.414,3.5,9.4,0.378,2.4,5,0.482,1,1.3,0.781,0.7,4.7,5.4,6.5,1.7,0.6,2.5,2.1,16.5,3.2,0,0
28,Mo Bamba\bambamo01,C,22,ORL,46,5,725,7.1,14.9,0.472,1.9,5.9,0.322,5.2,9.1,0.568,2.2,3.3,0.682,3.8,9.4,13.2,1.7,0.7,2.9,1.8,4.3,18.2,1.8,0,0
29,Desmond Bane\banede01,SG,22,MEM,68,17,1519,5.5,11.8,0.469,2.8,6.4,0.432,2.8,5.4,0.513,0.9,1.2,0.816,0.7,4.2,5,2.8,1,0.4,1.4,3,14.8,2.9,0,0
30,Harrison Barnes\barneha02,PF,28,SAC,58,58,2102,5.5,11,0.497,1.7,4.4,0.391,3.8,6.6,0.567,3.3,4,0.83,1.1,5.5,6.6,3.4,0.7,0.2,1.6,1.3,16,4.5,0,0
31,RJ Barrett\barrerj01,SG,20,NYK,72,72,2511,6.7,15.2,0.441,1.8,4.4,0.401,4.9,10.8,0.457,3,4,0.746,1,5,5.9,3.1,0.8,0.3,2,2.7,18.1,4.1,0,0
32,Will Barton\bartowi01,SF,30,DEN,56,52,1736,5.4,12.6,0.426,2,5.3,0.381,3.3,7.3,0.459,2,2.5,0.785,0.8,3.9,4.7,3.8,1,0.5,2,2,14.7,2.2,0,0
33,Keita Bates-Diop\bateske01,SF,25,SAS,30,0,245,4.4,9.8,0.448,0.7,2.5,0.294,3.7,7.3,0.5,2.1,3.1,0.667,1.3,5.9,7.2,1.8,1.6,0.7,1,1.6,11.6,0.3,0,0
34,Nicolas Batum\batumni01,SF,32,LAC,67,38,1835,3.7,8.1,0.464,2.2,5.3,0.404,1.6,2.7,0.579,0.9,1.1,0.828,1,5.2,6.2,2.9,1.4,0.7,1,2,10.6,5,0,0
35,Aron Baynes\baynear01,C,34,TOR,53,31,980,4.9,11.2,0.441,1,3.8,0.262,3.9,7.4,0.532,1.1,1.5,0.707,3.2,6.8,10,1.7,0.6,0.8,1.7,4.4,11.9,1,0,0
36,Kent Bazemore\bazemke01,SF,31,GSW,67,18,1333,4.8,10.6,0.449,2,5,0.408,2.7,5.6,0.486,1.5,2.1,0.692,0.7,5.5,6.2,2.9,1.9,0.9,2.2,4.3,13,1.8,0,0
37,Darius Bazley\bazleda01,PF,20,OKC,55,55,1714,5.7,14.5,0.396,1.7,6,0.29,4,8.5,0.47,2.6,3.7,0.702,1.1,7.2,8.3,2.1,0.6,0.5,2.6,1.3,15.8,-0.9,0,0
38,Bradley Beal\bealbr01,SG,27,WAS,60,60,2147,11.2,23.2,0.485,2.2,6.3,0.349,9.1,16.9,0.535,6.8,7.7,0.889,1.2,3.5,4.7,4.4,1.2,0.4,3.1,2.3,31.5,5.9,1,0
39,Malik Beasley\beaslma01,SG,24,MIN,37,36,1214,7.8,17.8,0.44,3.8,9.5,0.399,4,8.3,0.487,2,2.4,0.85,0.8,4,4.8,2.6,0.9,0.2,1.8,1.8,21.5,1.3,0,0
40,Jordan Bell\belljo01,C,26,TOT,6,1,82,3.1,9.7,0.318,0,0.9,0,3.1,8.8,0.35,0.4,0.9,0.5,3.1,7.5,10.5,3.1,1.3,2.2,1.8,3.1,6.6,0,0,0
40,Jordan Bell\belljo01,C,26,WAS,5,1,67,3.8,10.7,0.35,0,1.1,0,3.8,9.7,0.389,0,0,,3.2,7,10.2,2.7,1.6,1.6,1.6,2.7,7.5,0,0,0
40,Jordan Bell\belljo01,C,26,GSW,1,0,15,0,4.8,0,0,0,,0,4.8,0,2.4,4.8,0.5,2.4,9.6,12,4.8,0,4.8,2.4,4.8,2.4,0,0,0
41,DeAndre' Bembry\bembrde01,SF,26,TOR,51,12,972,4.3,8.4,0.513,0.5,2,0.264,3.8,6.5,0.589,1.7,2.4,0.682,1.2,4.2,5.4,4,2,0.7,2.6,3.2,10.9,1.2,0,0
42,Dāvis Bertāns\bertada01,PF,28,WAS,57,7,1464,4.7,11.8,0.404,4.2,10.5,0.395,0.6,1.2,0.48,2.5,2.8,0.87,0.4,3.7,4.1,1.2,0.8,0.3,0.8,3.3,16.1,3.1,0,0
43,Patrick Beverley\beverpa01,PG,32,LAC,37,34,832,4,9.5,0.423,2.4,6.1,0.397,1.6,3.4,0.468,1.6,1.9,0.8,1.3,3.9,5.1,3.3,1.3,1.2,1.5,4.7,12,2.1,0,0
44,Saddiq Bey\beysa01,SF,21,DET,70,53,1909,5.3,13,0.404,3.3,8.7,0.38,2,4.4,0.45,2.3,2.8,0.844,0.8,5.2,6,1.8,1,0.3,1.1,2.1,16.2,3.3,0,0
45,Tyler Bey\beyty01,SF,22,DAL,18,0,71,3.5,11.2,0.318,0.5,2,0.25,3,9.1,0.333,1.5,2.5,0.6,4.1,5.6,9.6,1.5,0,0.5,1.5,3,9.1,0,0,0
46,Khem Birch\birchkh01,C,28,TOT,67,22,1529,4.4,8.9,0.497,0.3,1.2,0.25,4.1,7.7,0.537,2.1,3,0.705,4.1,5,9.1,2.1,1.1,1.2,1,2.7,11.3,3.8,0,0
46,Khem Birch\birchkh01,C,28,ORL,48,5,952,3.6,7.9,0.45,0.2,0.8,0.19,3.4,7.1,0.479,2.4,3.2,0.741,4.4,4.8,9.2,2,1.2,1.1,0.9,2.5,9.6,2.1,0,0
46,Khem Birch\birchkh01,C,28,TOR,19,17,577,5.9,10.7,0.556,0.6,1.9,0.29,5.4,8.7,0.614,1.7,2.7,0.636,3.6,5.4,9,2.2,1,1.4,1.3,2.9,14.2,1.7,0,0
47,Goga Bitadze\bitadgo01,C,21,IND,45,3,561,5.3,12.4,0.428,1.3,5.1,0.253,4,7.4,0.548,2.9,3.9,0.738,3.9,5.8,9.6,2.4,0.6,3.9,1.1,6,14.8,1.5,0,0
48,Bismack Biyombo\biyombi01,C,28,CHO,66,36,1349,3.8,6.5,0.587,0,0,0,3.8,6.4,0.589,1.3,2.8,0.448,3.7,5.6,9.3,2.2,0.5,2,1.9,3.8,8.8,2.3,0,0
49,Nemanja Bjelica\bjeline01,PF,32,TOT,37,3,595,5.4,11.9,0.454,1.6,5.1,0.318,3.8,6.7,0.559,2.2,3.1,0.725,1.8,5.9,7.7,4.2,0.9,0.3,2,4.1,14.6,0.9,0,0
49,Nemanja Bjelica\bjeline01,PF,32,SAC,26,1,439,5.7,12.3,0.46,1.4,4.8,0.293,4.3,7.5,0.565,2.6,3.4,0.762,2,6.2,8.2,4,0.7,0.2,2.3,3.9,15.3,0.5,0,0
49,Nemanja Bjelica\bjeline01,PF,32,MIA,11,2,156,4.6,10.6,0.435,2.3,6.2,0.37,2.3,4.4,0.526,1.2,2.1,0.556,1.2,5.1,6.2,4.6,1.6,0.7,1.2,4.6,12.7,0.4,0,0
50,Eric Bledsoe\bledser01,SG,31,NOP,71,70,2111,5.2,12.4,0.421,2.1,6.1,0.341,3.2,6.4,0.496,2.3,3.3,0.687,0.5,3.7,4.2,4.6,0.9,0.4,1.9,1.9,14.8,2.3,0,0
51,Keljin Blevins\blevike01,SF,25,POR,17,0,75,2.4,9.6,0.25,1,3.8,0.25,1.4,5.8,0.25,0,0,,1.4,3.4,4.8,1.9,1,0,2.4,3.8,5.8,-0.2,0,0
52,Bogdan Bogdanović\bogdabo01,SG,28,ATL,44,27,1305,7.4,15.6,0.473,4,9.2,0.438,3.3,6.4,0.522,1.1,1.2,0.909,0.6,3.9,4.4,4.1,1.4,0.4,1.5,2.7,19.9,3.9,0,0
53,Bojan Bogdanović\bogdabo02,SF,31,UTA,72,72,2216,6.6,15,0.439,2.9,7.5,0.39,3.7,7.5,0.487,3.8,4.3,0.879,0.6,3.9,4.6,2.2,0.7,0.1,2.1,1.9,19.9,5.2,0,0
54,Bol Bol\bolbo01,PF,21,DEN,32,2,160,5.6,13.1,0.431,2,5.4,0.375,3.6,7.7,0.471,2.3,3.4,0.667,0,5.4,5.4,1.6,0.7,2.3,2.9,3.2,15.5,0,0,0
55,Marques Bolden\boldema01,C,22,CLE,6,0,29,1.2,3.7,0.333,0,0,,1.2,3.7,0.333,6.2,9.9,0.625,3.7,3.7,7.4,0,2.5,2.5,2.5,0,8.7,0,0,0
56,Jordan Bone\bonejo01,PG,23,ORL,14,0,196,4.2,9.9,0.426,1.8,5.9,0.313,2.4,4,0.591,0,0,,0.7,3.7,4.4,3.3,0.4,0,0.6,2,10.3,0.2,0,0
57,Isaac Bonga\bongais01,SF,21,WAS,40,8,432,2.5,6.8,0.37,1.1,3.9,0.277,1.4,2.8,0.5,0.4,0.7,0.625,1.5,4,5.5,1.9,0.9,0.7,1.8,5.2,6.5,0,0,0
58,Devin Booker\bookede01,SG,24,PHO,67,67,2270,9.9,20.4,0.484,2,5.9,0.34,7.9,14.5,0.543,5.4,6.2,0.867,0.5,3.9,4.5,4.6,0.8,0.3,3.3,2.9,27.2,4.9,1,0
59,Chris Boucher\bouchch01,C,28,TOR,60,14,1453,7.1,13.9,0.514,2.2,5.8,0.383,4.9,8.1,0.609,3.8,4.8,0.788,2.9,7.1,10,1.6,0.9,2.8,1.1,4.1,20.3,6.1,0,0
60,Brian Bowen\bowenbr02,SF,22,IND,6,0,15,2.4,9.6,0.25,0,2.4,0,2.4,7.2,0.333,2.4,2.4,1,0,7.2,7.2,0,0,0,0,2.4,7.2,0,0,0
61,Avery Bradley\bradlav01,SG,30,TOT,27,6,602,3.8,10.2,0.374,2,6,0.327,1.9,4.2,0.443,0.7,0.9,0.8,0.5,2.9,3.4,2.8,1.3,0.2,1.7,3.3,10.3,-0.1,0,0
61,Avery Bradley\bradlav01,SG,30,MIA,10,1,211,5.3,11.3,0.47,2.7,6.5,0.421,2.6,4.8,0.536,1.2,1.5,0.778,0.3,2.7,3.1,2.4,1.2,0.2,1.5,4.4,14.5,0.3,0,0
61,Avery Bradley\bradlav01,SG,30,HOU,17,5,391,3,9.7,0.314,1.6,5.8,0.27,1.5,3.9,0.381,0.5,0.6,0.833,0.6,3,3.6,2.9,1.3,0.2,1.7,2.7,8.1,-0.4,0,0
62,Tony Bradley\bradlto01,C,23,TOT,42,8,684,6.9,10.4,0.665,0,0.2,0,6.9,10.2,0.675,2,2.9,0.691,4.5,8.1,12.6,1.9,0.8,1.6,1.7,3.2,15.8,2.7,0,0
62,Tony Bradley\bradlto01,C,23,PHI,20,8,287,6.4,9.4,0.68,0,0.1,0,6.4,9.3,0.689,0.9,1.4,0.636,4.9,8.2,13,2.1,0.8,1.6,0.8,3.5,13.7,1.5,0,0
62,Tony Bradley\bradlto01,C,23,OKC,22,0,397,7.3,11.1,0.656,0,0.2,0,7.3,10.9,0.667,2.8,4,0.705,4.2,8.1,12.2,1.8,0.8,1.5,2.4,3,17.3,1.3,0,0
63,Jarrell Brantley\brantja01,PF,24,UTA,28,0,138,6.5,13.6,0.481,3.1,7.3,0.429,3.4,6.3,0.542,0.5,0.5,1,2.3,4.7,7,3.9,1.8,0.5,2.1,4.4,16.7,0.5,0,0
64,Ignas Brazdeikis\brazdig01,SF,22,TOT,13,0,249,5.1,12,0.422,1.6,4,0.393,3.5,8,0.436,1.4,2,0.714,1.6,4.9,6.5,2.5,0.6,0.4,1.7,3.2,13.2,0.1,0,0
64,Ignas Brazdeikis\brazdig01,SF,22,NYK,4,0,7,0,5.1,0,0,0,,0,5.1,0,10.3,10.3,1,5.1,5.1,10.3,5.1,0,0,5.1,0,10.3,0,0,0
64,Ignas Brazdeikis\brazdig01,SF,22,PHI,1,0,8,0,13.5,0,0,4.5,0,0,9,0,0,0,,0,9,9,0,0,0,0,0,0,-0.1,0,0
64,Ignas Brazdeikis\brazdig01,SF,22,ORL,8,0,234,5.4,12.2,0.443,1.7,4.2,0.407,3.7,8,0.462,1.2,1.8,0.667,1.5,4.8,6.3,2.5,0.6,0.5,1.7,3.4,13.7,0.1,0,0
